"","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet","Cigarette_Last_Usedd"
"226","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Never","Rarely",NA
"227","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Most of the time",NA
"228","F","6th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Rarely","Always",NA
"229","F","6th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","No","3","S","Yes","Rarely","Rarely",NA
"230","M","6th","No","S","S","Yes","No","No","No","S","S","No","No","No","No","No","S","Yes","Rarely","Rarely",NA
"231","M","6th","Yes","75","0","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","3","S","Yes","Sometimes","Sometimes",NA
"232","F","6th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","Yes","S","No","Never","Sometimes",NA
"233","M","6th","Yes","35","1-4 Years Ago","S","S","S","Yes","0","E","S","S","S","Not sure","Yes","No","No","Never","Rarely",NA
"234","F","6th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"235","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"236","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","No","Rarely","Sometimes",NA
"237","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","No","S","Yes","Never","Never",NA
"238","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Never","Rarely",NA
"239","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"240","M","7th","No","S","S","No","No","Yes","No","S","S","No","No","No","Not sure","6","No","Yes","Sometimes","Never",NA
"241","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","No","Never","Never",NA
"242","M","7th","Yes","1","Today","S","S","S","Yes","0","Last Year","S","S","S","No","4","Yes","Yes","Sometimes","Rarely",NA
"243","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Most of the time","Sometimes",NA
"244","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"245","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"246","N","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Never","Rarely",NA
"247","M","7th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","No","Sometimes","Sometimes",NA
"248","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","I do not use the internet","I do not use the internet",NA
"249","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"250","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Never","Never",NA
"251","M","7th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","4","S","Yes","Sometimes","Most of the time",NA
"252","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Rarely","Never",NA
"253","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Always","Sometimes",NA
"254","M","7th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","No","S","No","Sometimes","Never",NA
"255","F","7th","Yes","15","15","S","S","S","Yes","1","E","S","S","S","Yes","Yes","No","No","I do not use the internet","I do not use the internet",NA
"256","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","No","Rarely","Rarely",NA
"257","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Most of the time",NA
"258","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","No","S","Yes","Never","Never",NA
"259","F","7th","Yes","35","10","S","S","S","Yes","5","3","S","S","S","Yes","Yes","No","Yes","Most of the time","Sometimes","Last Month"
"260","F","7th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"261","M","7th","Yes","1","0","S","S","S","No","S","S","No","No","No","Not sure","Yes","S","Yes","Never","Rarely",NA
"262","M","8th","No","S","S","No","No","No","Yes","0","1-4 Years Ago","S","S","S","Yes","No","S","Yes","Never","Rarely",NA
"263","F","8th","No","S","S","Yes","No","Yes","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"264","M","8th","No","S","S","Yes","No","No","No","S","S","No","No","N","No","Yes","S","No","Never","Never",NA
"265","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Sometimes","Rarely",NA
"266","F","8th","Yes","1","0","S","S","S","No","S","S","Yes","No","No","Yes","5","S","No","Rarely","Most of the time",NA
"267","M","8th","Yes","1","30","S","S","S","No","S","S","No","No","No","No","Yes","Yes","Yes","Rarely","Sometimes",NA
"268","M","8th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","3","S","Yes","Rarely","Sometimes",NA
"269","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Most of the time","Most of the time",NA
"270","F","8th","Yes","1","Today","S","S","S","No","S","S","Yes","No","No","No","5","No","Yes","Never","Most of the time",NA
"271","F","8th","Yes","75","Last Month","S","S","S","Yes","1","E","S","S","S","No","6","No","No","Rarely","Always",NA
"272","F","8th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","No","Always","Most of the time",NA
"273","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"274","M","8th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"275","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","4","S","Yes","Never","Sometimes",NA
"276","M","8th","No","S","S","Yes","Yes","No","Yes","0","1-4 Years Ago","S","S","S","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"277","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"278","M","8th","Yes","1","0","S","S","S","Yes","0","Last Year","S","S","S","Not sure","No","S","Yes","Never","Never",NA
"279","M","8th","Yes","1","0","S","S","S","Yes","0","Last 6 Months","S","S","S","Not sure","4","S","Yes","Sometimes","Sometimes",NA
"280","F","8th","Yes","1","0","S","S","S","No","S","S","Yes","No","No","Yes","Yes","S","No","Sometimes","Rarely",NA
"281","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"282","M","8th","Yes","75","Today","S","S","S","No","S","S","Yes","Yes","No","No","6","No","No","Rarely","Rarely",NA
"283","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","3","S","Yes","Rarely","Rarely",NA
"284","M","8th","No","S","S","Yes","Yes","Yes","No","S","S","No","No","No","Yes","5","S","Yes","Most of the time","Sometimes",NA
"285","F","8th","No","S","S","No","No","No","No","S","S","Yes","No","No","Not sure","No","S","Yes","Sometimes","Rarely",NA
"286","M","8th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","3","S","Yes","Never","Sometimes",NA
"287","M","8th","No","S","S","No","No","No","No","S","S","No","Yes","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"288","M","8th","No","S","S","Yes","No","No","No","S","S","Yes","Yes","Yes","No","Yes","S","Yes","Never","Rarely",NA
"289","F","8th","Yes","75","Last Month","S","S","S","No","S","S","No","No","No","Yes","3","No","No","Never","Rarely",NA
"290","M","8th","Yes","1","Today","S","S","S","No","S","S","Yes","No","No","No","4","Yes","Yes","Most of the time","Most of the time",NA
"291","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Never","Never",NA
"292","M","9th","Yes","75","Last 7 Days","S","S","S","No","S","S","Yes","No","No","Yes","Yes","Yes","No","Sometimes","Rarely",NA
"293","M","9th","Yes","75","Last 7 Days","S","S","S","No","S","S","Yes","Yes","No","Yes","Yes","Yes","Yes","Sometimes","Sometimes",NA
"294","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Never",NA
"295","F","9th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","Yes","Yes","Yes","Sometimes","Sometimes",NA
"296","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","No","3","S","Yes","Sometimes","Rarely",NA
"297","F","9th","Yes","1","0","S","S","S","No","S","S","Yes","Yes","No","Yes","Yes","S","Yes","Most of the time","Sometimes",NA
"298","M","9th","No","S","S","Yes","Yes","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"299","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"300","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"301","M","9th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Not sure","3","S","Yes","Sometimes","Rarely",NA
"302","M","9th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"303","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"304","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"305","M","9th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"306","M","9th","Yes","75","0","S","S","S","Yes","0","Last 6 Months","S","S","S","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"307","F","9th","Yes","35","1-4 Years Ago","S","S","S","Yes","10","Last 7 Days","S","S","S","Yes","No","No","Yes","Never","Never",NA
"308","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Most of the time",NA
"309","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Always",NA
"310","F","9th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","3","S","Yes","Never","Rarely",NA
"311","M","9th","Yes","15","0","S","S","S","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"312","M","9th","Yes","1","0","S","S","S","Yes","0","5 Years Ago","S","S","S","Yes","3","S","Yes","Rarely","Rarely",NA
"313","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"314","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"315","F","9th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Rarely","Rarely",NA
"316","F","9th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"317","M","10th","Yes","75","30","S","S","S","Yes","0","Last 6 Months","S","S","S","No","Yes","Yes","Yes","Rarely","Sometimes",NA
"318","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","No","3","S","Yes","Rarely","Sometimes",NA
"319","M","10th","Yes","100","30","S","S","S","No","S","S","Yes","Yes","Yes","No","No","No","No","Always","Always",NA
"320","M","10th","Yes","100","Last Year","S","S","S","Yes","0","Last Year","S","S","S","Yes","Yes","Yes","Yes","Rarely","Rarely",NA
"321","M","10th","Yes","1","Today","S","S","S","No","S","S","No","No","No","Yes","6","Yes","Yes","Most of the time","Sometimes",NA
"322","M","10th","Yes","100","25","S","S","S","Yes","1","E","S","S","S","Not sure","N","Yes","Yes","Most of the time","Most of the time",NA
"323","F","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Most of the time","Most of the time",NA
"324","F","10th","Yes","75","Last 7 Days","S","S","S","No","S","S","No","No","No","No","N","No","Yes","Never","N",NA
"325","F","10th","Yes","75","10","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","3","Yes","Yes","Rarely","Sometimes",NA
"326","F","10th","Yes","75","0","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","6","S","Yes","Most of the time","Never",NA
"327","F","10th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Rarely","Sometimes",NA
"328","M","10th","Yes","100","15","S","S","S","Yes","1","3","S","S","S","No","3","Yes","No","Rarely","Rarely","Last Month"
"329","M","10th","Yes","75","0","S","S","S","Yes","1","3","S","S","S","Yes","Yes","No","Yes","I do not use the internet","Sometimes","Last Month"
"330","M","10th","Yes","75","N","S","S","S","Yes","N","E","S","S","S","Yes","Yes","No","No","Rarely","Most of the time",NA
"331","M","10th","Yes","35","15","S","S","S","No","S","S","Yes","No","No","Yes","4","No","Yes","Sometimes","Always",NA
"332","F","10th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Rarely",NA
"333","M","10th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Never",NA
"334","F","10th","Yes","1","0","S","S","S","No","S","S","Yes","Yes","No","Yes","3","S","No","Most of the time","Most of the time",NA
"335","F","10th","Yes","75","Last 6 Months","S","S","S","No","S","S","No","No","No","Yes","3","No","Yes","Rarely","Never",NA
"336","M","10th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","No","No","S","Yes","Sometimes","Rarely",NA
"337","M","10th","Yes","100","25","S","S","S","No","S","S","Yes","Yes","Yes","Not sure","No","Yes","No","Sometimes","Rarely",NA
"338","M","10th","Yes","75","Today","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Not sure","Yes","No","No","Always","Rarely",NA
"339","M","9th","Yes","75","30","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","No","Yes","Yes","Never","Never",NA
"340","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Never","Never",NA
"341","M","9th","Yes","15","15","S","S","S","Yes","0","5 Years Ago","S","S","S","Yes","3","Yes","Yes","Sometimes","Most of the time",NA
"342","M","9th","Yes","75","0","S","S","S","No","S","S","No","No","No","Not sure","Yes","S","Yes","Rarely","Rarely",NA
"343","N","9th","Yes","100","10","S","S","S","Yes","1","Last 7 Days","S","S","S","Yes","Yes","No","No","Most of the time","Most of the time",NA
"344","F","9th","Yes","15","0","S","S","S","Yes","0","Last 6 Months","S","S","S","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"345","F","9th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Not sure","3","S","Yes","Most of the time","Rarely",NA
"346","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Sometimes","Sometimes",NA
"347","M","9th","Yes","35","15","S","S","S","Yes","0","Last Year","S","S","S","Yes","3","N","Yes","Sometimes","Most of the time",NA
"348","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Most of the time",NA
"349","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","5","S","Yes","Rarely","Sometimes",NA
"350","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"351","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","No","No","S","Yes","Never","Never",NA
"352","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","4","S","Yes","Most of the time","Sometimes",NA
"353","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","6","S","Yes","Sometimes","Sometimes",NA
"354","F","11th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"355","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","No","Never","Rarely",NA
"356","M","11th","Yes","1","Last 7 Days","S","S","S","No","S","S","No","No","No","Yes","Yes","No","No","Rarely","Rarely",NA
"357","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Always","Always",NA
"358","F","11th","Yes","75","0","S","S","S","No","S","S","Yes","No","No","Yes","3","S","Yes","Sometimes","Sometimes",NA
"359","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Sometimes","Rarely",NA
"360","M","11th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"361","M","11th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Always",NA
"362","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Rarely","Sometimes",NA
"363","F","12th","Yes","35","0","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","4","S","Yes","Always","Sometimes",NA
"364","M","12th","Yes","75","Today","S","S","S","Yes","5","Last 7 Days","S","S","S","Yes","N","Yes","Yes","Rarely","Sometimes",NA
"365","F","12th","Yes","1","Today","S","S","S","Yes","0","5 Years Ago","S","S","S","Not sure","Yes","Yes","Yes","Rarely","Most of the time",NA
"366","M","12th","Yes","75","15","S","S","S","No","S","S","Yes","No","No","No","4","Yes","Yes","Rarely","Never",NA
"367","F","12th","No","S","S","No","No","No","Yes","0","1-4 Years Ago","S","S","S","No","Yes","S","Yes","I do not use the internet","I do not use the internet",NA
